,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2
600,0.20870685577392578,0.004751382943700352,0.00794839859008789,0.0001350267788767328,0.1,6,256,0.001,1e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.624,0.576,0.608,0.58,0.604,0.7684000000000001,0.017995555006723205,602,0.624,0.576,0.608,0.58,0.604,0.5984,0.017995555006723205,602
603,0.2029416084289551,0.003597653722983224,0.008079004287719727,0.0002837051420694607,0.1,6,256,0.001,1e-05,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.624,0.576,0.608,0.58,0.604,0.7684000000000001,0.017995555006723205,602,0.624,0.576,0.608,0.58,0.604,0.5984,0.017995555006723205,602
534,0.18117842674255372,0.0011814864823685735,0.007497167587280274,0.00010977829106095026,0.1,5,256,0.0003,5e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.62,0.592,0.592,0.584,0.604,0.7684000000000001,0.012547509713086508,602,0.62,0.592,0.592,0.584,0.604,0.5984,0.012547509713086508,602
533,0.18687238693237304,0.0035064778028788155,0.007538223266601562,0.00029805444935294,0.1,5,256,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.62,0.592,0.592,0.584,0.604,0.7684000000000001,0.012547509713086508,602,0.62,0.592,0.592,0.584,0.604,0.5984,0.012547509713086508,602
532,0.18043551445007325,0.002270488930607354,0.0074822425842285155,0.0001290269189472482,0.1,5,256,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.62,0.592,0.592,0.584,0.604,0.7684000000000001,0.012547509713086508,602,0.62,0.592,0.592,0.584,0.604,0.5984,0.012547509713086508,602
602,0.20547399520874024,0.0033543528402305593,0.008271741867065429,0.0007098285513576834,0.1,6,256,0.001,5e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.624,0.576,0.608,0.58,0.604,0.7684000000000001,0.017995555006723205,602,0.624,0.576,0.608,0.58,0.604,0.5984,0.017995555006723205,602
612,0.3965743541717529,0.0036528635207994545,0.012431573867797852,0.00021183124602399761,0.1,6,512,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.604,0.58,0.612,0.592,0.6,0.7676000000000001,0.010910545357588695,609,0.604,0.58,0.612,0.592,0.6,0.5976,0.010910545357588695,609
775,0.08487472534179688,0.003000677128034917,0.004691028594970703,8.96410230833075e-05,0.3,4,128,0.0003,1e-05,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.624,0.572,0.612,0.576,0.604,0.7676000000000001,0.020333224043422155,609,0.624,0.572,0.612,0.576,0.604,0.5976,0.020333224043422155,609
613,0.39970932006835935,0.005642437045468873,0.012334871292114257,0.0002644036630864398,0.1,6,512,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.604,0.58,0.612,0.592,0.6,0.7676000000000001,0.010910545357588695,609,0.604,0.58,0.612,0.592,0.6,0.5976,0.010910545357588695,609
772,0.08915400505065918,0.005066864191638932,0.005038642883300781,0.00011197986401212684,0.3,4,128,0.0003,1e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.624,0.572,0.612,0.576,0.604,0.7676000000000001,0.020333224043422155,609,0.624,0.572,0.612,0.576,0.604,0.5976,0.020333224043422155,609
599,0.2030860424041748,0.002382348776734248,0.008051681518554687,0.0001429940268597732,0.1,6,256,0.0003,1e-05,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.62,0.572,0.604,0.588,0.604,0.7676000000000001,0.016316862443496928,609,0.62,0.572,0.604,0.588,0.604,0.5976,0.016316862443496928,609
598,0.20870261192321776,0.0065503741144284314,0.00798625946044922,0.00020105760603139476,0.1,6,256,0.0003,5e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.62,0.572,0.604,0.588,0.604,0.7676000000000001,0.016316862443496928,609,0.62,0.572,0.604,0.588,0.604,0.5976,0.016316862443496928,609
597,0.2014183521270752,0.00326282326902175,0.007937049865722657,9.707666773764944e-05,0.1,6,256,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.62,0.572,0.604,0.588,0.604,0.7676000000000001,0.016316862443496928,609,0.62,0.572,0.604,0.588,0.604,0.5976,0.016316862443496928,609
596,0.20500779151916504,0.005732150482097629,0.008017301559448242,0.0001344197944094536,0.1,6,256,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.62,0.572,0.604,0.588,0.604,0.7676000000000001,0.016316862443496928,609,0.62,0.572,0.604,0.588,0.604,0.5976,0.016316862443496928,609
774,0.08446698188781739,0.00283472896603598,0.004768562316894531,4.062568636819329e-05,0.3,4,128,0.0003,5e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.624,0.572,0.612,0.576,0.604,0.7676000000000001,0.020333224043422155,609,0.624,0.572,0.612,0.576,0.604,0.5976,0.020333224043422155,609
773,0.08826417922973633,0.0039378229165297676,0.0048180103302001955,0.00015077440139238336,0.3,4,128,0.0003,3e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 128, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.624,0.572,0.612,0.576,0.604,0.7676000000000001,0.020333224043422155,609,0.624,0.572,0.612,0.576,0.604,0.5976,0.020333224043422155,609
614,0.40172371864318845,0.007549871719663577,0.01251840591430664,0.00033820859954200914,0.1,6,512,0.0003,5e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.604,0.576,0.612,0.592,0.6,0.7668,0.012237646832622694,619,0.604,0.576,0.612,0.592,0.6,0.5968,0.012237646832622694,619
615,0.3983006477355957,0.0077005943489265516,0.012857866287231446,0.0005872969925873252,0.1,6,512,0.0003,1e-05,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.604,0.576,0.612,0.592,0.6,0.7668,0.012237646832622694,619,0.604,0.576,0.612,0.592,0.6,0.5968,0.012237646832622694,619
544,0.36281795501708985,0.01037292826891098,0.011287164688110352,0.00022745184428477516,0.1,5,512,0.0001,1e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.62,0.568,0.604,0.588,0.604,0.7668,0.017600000000000015,619,0.62,0.568,0.604,0.588,0.604,0.5968,0.017600000000000015,619
545,0.35623927116394044,0.003469396028030601,0.011276149749755859,0.0001466168112905621,0.1,5,512,0.0001,3e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.62,0.568,0.604,0.588,0.604,0.7668,0.017600000000000015,619,0.62,0.568,0.604,0.588,0.604,0.5968,0.017600000000000015,619
546,0.36262121200561526,0.008932063308059153,0.01168198585510254,0.0007240582561928713,0.1,5,512,0.0001,5e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.62,0.568,0.604,0.588,0.604,0.7668,0.017600000000000015,619,0.62,0.568,0.604,0.588,0.604,0.5968,0.017600000000000015,619
547,0.3565976142883301,0.006018540041649349,0.011329364776611329,0.0001509018522210678,0.1,5,512,0.0001,1e-05,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.62,0.568,0.604,0.588,0.604,0.7668,0.017600000000000015,619,0.62,0.568,0.604,0.588,0.604,0.5968,0.017600000000000015,619
551,0.3590639591217041,0.004996493220292127,0.011577844619750977,0.00029412705887086476,0.1,5,512,0.0003,1e-05,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.612,0.58,0.596,0.592,0.6,0.766,0.010430723848324249,625,0.612,0.58,0.596,0.592,0.6,0.596,0.010430723848324249,625
439,0.5357156753540039,0.004663563898956637,0.012665081024169921,0.00047610711956809195,0.1,3,1024,0.0003,1e-05,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.62,0.572,0.604,0.576,0.608,0.766,0.018761663039293736,625,0.62,0.572,0.604,0.576,0.608,0.596,0.018761663039293736,625
438,0.5290041446685791,0.0035895847973662345,0.012339162826538085,0.0002806315058556311,0.1,3,1024,0.0003,5e-06,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.62,0.572,0.604,0.576,0.608,0.766,0.018761663039293736,625,0.62,0.572,0.604,0.576,0.608,0.596,0.018761663039293736,625
554,0.36011466979980467,0.004226232865082472,0.01132807731628418,0.0002482107845541014,0.1,5,512,0.001,5e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.612,0.58,0.616,0.576,0.596,0.766,0.016198765385053285,625,0.612,0.58,0.616,0.576,0.596,0.596,0.016198765385053285,625
555,0.35875649452209474,0.006601527108090498,0.011370611190795899,0.00019808692527021222,0.1,5,512,0.001,1e-05,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.612,0.58,0.616,0.576,0.596,0.766,0.016198765385053285,625,0.612,0.58,0.616,0.576,0.596,0.596,0.016198765385053285,625
732,0.14095535278320312,0.0026827179345410425,0.0057446002960205075,6.0515238238886754e-05,0.3,3,256,0.003,1e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.636,0.58,0.612,0.56,0.592,0.766,0.026168683574073794,625,0.636,0.58,0.612,0.56,0.592,0.596,0.026168683574073794,625
733,0.14279594421386718,0.004433615031223625,0.005689144134521484,0.00012327065984362107,0.3,3,256,0.003,3e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.636,0.58,0.612,0.56,0.592,0.766,0.026168683574073794,625,0.636,0.58,0.612,0.56,0.592,0.596,0.026168683574073794,625
734,0.13948678970336914,0.003267687920907554,0.00559701919555664,5.6556304326624256e-05,0.3,3,256,0.003,5e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.636,0.58,0.612,0.56,0.592,0.766,0.026168683574073794,625,0.636,0.58,0.612,0.56,0.592,0.596,0.026168683574073794,625
735,0.1398768901824951,0.002554594680474535,0.005551958084106445,9.472782705479298e-05,0.3,3,256,0.003,1e-05,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.636,0.58,0.612,0.56,0.592,0.766,0.026168683574073794,625,0.636,0.58,0.612,0.56,0.592,0.596,0.026168683574073794,625
437,0.5335814952850342,0.005119079769773434,0.012348175048828125,0.0002918320542606375,0.1,3,1024,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.62,0.572,0.604,0.576,0.608,0.766,0.018761663039293736,625,0.62,0.572,0.604,0.576,0.608,0.596,0.018761663039293736,625
436,0.5335666179656983,0.004010699616441631,0.012313652038574218,0.00029351158844148655,0.1,3,1024,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.62,0.572,0.604,0.576,0.608,0.766,0.018761663039293736,625,0.62,0.572,0.604,0.576,0.608,0.596,0.018761663039293736,625
553,0.35875492095947265,0.005230986415847709,0.011639976501464843,0.0005470866947150196,0.1,5,512,0.001,3e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.612,0.576,0.616,0.576,0.596,0.7652,0.01704582060213003,636,0.612,0.576,0.616,0.576,0.596,0.5952,0.01704582060213003,636
552,0.3639078617095947,0.004306552267704769,0.0113525390625,0.00027849645547661827,0.1,5,512,0.001,1e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.612,0.576,0.616,0.576,0.596,0.7652,0.01704582060213003,636,0.612,0.576,0.616,0.576,0.596,0.5952,0.01704582060213003,636
550,0.3578193664550781,0.007714931553178021,0.011514520645141602,0.0001639879383793596,0.1,5,512,0.0003,5e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.612,0.58,0.604,0.58,0.6,0.7652,0.012998461447417547,636,0.612,0.58,0.604,0.58,0.6,0.5952,0.012998461447417547,636
549,0.3614706516265869,0.0038592054281555276,0.01150064468383789,0.00028550715535921757,0.1,5,512,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.612,0.58,0.604,0.58,0.6,0.7652,0.012998461447417547,636,0.612,0.58,0.604,0.58,0.6,0.5952,0.012998461447417547,636
548,0.36645917892456054,0.009187786735606999,0.011442852020263673,0.00018745762327431644,0.1,5,512,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.612,0.58,0.604,0.58,0.6,0.7652,0.012998461447417547,636,0.612,0.58,0.604,0.58,0.6,0.5952,0.012998461447417547,636
841,0.09959921836853028,0.006534898841353018,0.005376386642456055,0.00035501944742250235,0.3,5,128,0.001,3e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.604,0.592,0.612,0.572,0.592,0.7644000000000001,0.013529227620230224,641,0.604,0.592,0.612,0.572,0.592,0.5944,0.013529227620230224,641
842,0.09558267593383789,0.002447396011567386,0.006407690048217773,0.002163904148175272,0.3,5,128,0.001,5e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.604,0.592,0.612,0.572,0.592,0.7644000000000001,0.013529227620230224,641,0.604,0.592,0.612,0.572,0.592,0.5944,0.013529227620230224,641
843,0.09696578979492188,0.003502627513160884,0.005244827270507813,7.873238513592511e-05,0.3,5,128,0.001,1e-05,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 128, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.604,0.592,0.612,0.572,0.592,0.7644000000000001,0.013529227620230224,641,0.604,0.592,0.612,0.572,0.592,0.5944,0.013529227620230224,641
480,0.3162473201751709,0.00576550373793733,0.010096216201782226,0.0007804667434303978,0.1,4,512,0.0001,1e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.624,0.588,0.604,0.56,0.596,0.7644000000000001,0.020953281365934055,641,0.624,0.588,0.604,0.56,0.596,0.5944,0.020953281365934055,641
486,0.31531152725219724,0.005342907487419582,0.009349775314331055,0.00029930804438184263,0.1,4,512,0.0003,5e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.62,0.584,0.604,0.556,0.608,0.7644000000000001,0.02242855323020188,641,0.62,0.584,0.604,0.556,0.608,0.5944,0.02242855323020188,641
607,0.2076784133911133,0.0077641352044057225,0.008115434646606445,0.0001830316061810091,0.1,6,256,0.003,1e-05,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.612,0.58,0.588,0.584,0.608,0.7644000000000001,0.013047605144240084,641,0.612,0.58,0.588,0.584,0.608,0.5944,0.013047605144240084,641
484,0.3155071258544922,0.0073607087809396754,0.010589838027954102,0.0015256455511231772,0.1,4,512,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.62,0.584,0.604,0.556,0.608,0.7644000000000001,0.02242855323020188,641,0.62,0.584,0.604,0.556,0.608,0.5944,0.02242855323020188,641
433,0.5429698944091796,0.011582881614270662,0.013248920440673828,0.0007387796918072374,0.1,3,1024,0.0001,3e-06,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.616,0.568,0.604,0.564,0.62,0.7644000000000001,0.02381260170581957,641,0.616,0.568,0.604,0.564,0.62,0.5944,0.02381260170581957,641
483,0.3152150630950928,0.006550939008489406,0.009789133071899414,0.0006235180297613359,0.1,4,512,0.0001,1e-05,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.624,0.588,0.604,0.56,0.596,0.7644000000000001,0.020953281365934055,641,0.624,0.588,0.604,0.56,0.596,0.5944,0.020953281365934055,641
482,0.31498517990112307,0.0075086015221272106,0.009394598007202149,7.128634181244413e-05,0.1,4,512,0.0001,5e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.624,0.588,0.604,0.56,0.596,0.7644000000000001,0.020953281365934055,641,0.624,0.588,0.604,0.56,0.596,0.5944,0.020953281365934055,641
481,0.3130468845367432,0.005978619144047234,0.009406137466430663,0.0001862286529350285,0.1,4,512,0.0001,3e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.624,0.588,0.604,0.56,0.596,0.7644000000000001,0.020953281365934055,641,0.624,0.588,0.604,0.56,0.596,0.5944,0.020953281365934055,641
447,0.5291476249694824,0.004940556531577754,0.012474584579467773,0.00019425209294942288,0.1,3,1024,0.003,1e-05,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.624,0.568,0.608,0.572,0.6,0.7644000000000001,0.021406541056415464,641,0.624,0.568,0.608,0.572,0.6,0.5944,0.021406541056415464,641
606,0.21072697639465332,0.008820009427361174,0.008310031890869141,0.0005650214376093925,0.1,6,256,0.003,5e-06,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.612,0.58,0.588,0.584,0.608,0.7644000000000001,0.013047605144240084,641,0.612,0.58,0.588,0.584,0.608,0.5944,0.013047605144240084,641
485,0.31054091453552246,0.0012807483998177889,0.00971360206604004,0.0007031905365729801,0.1,4,512,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.62,0.584,0.604,0.556,0.608,0.7644000000000001,0.02242855323020188,641,0.62,0.584,0.604,0.556,0.608,0.5944,0.02242855323020188,641
